"행정구역별","성별","연령별","혼인상태별","시점","1인가구-계","6개월미만","6개월이상~1년미만","1~2년미만","2~3년미만","3~5년미만","5~10년미만","10~15년미만","15~20년미만","20~25년미만","25년이상",
"동부","계","65~69","배우자 있음","2020년","58522","3937","3304","8532","6352","9250","11316","7825","2908","3693","1405",
"동부","계","65~69","사별","2020년","138287","3814","3657","9050","8550","16701","30159","26386","13200","17499","9271",
"동부","계","65~69","이혼","2020년","112657","1453","1707","5121","4939","8717","17961","22289","13342","23829","13299",
"동부","계","70~74","합계","2020년","278118","7342","6073","18005","15227","28455","50287","51147","26468","38380","36734",
"동부","계","70~74","미혼","2020년","15059","89","75","403","341","686","1354","1614","995","1741","7761",
"동부","계","70~74","배우자 있음","2020년","36358","2355","1685","4830","3700","5594","7095","5550","1802","2473","1274",
"동부","계","70~74","사별","2020년","168609","4324","3782","10363","8983","17969","33633","33042","17056","22207","17250",
"동부","계","70~74","이혼","2020년","58092","574","531","2409","2203","4206","8205","10941","6615","11959","10449",
"동부","계","75~79","합계","2020년","235681","6007","5172","13679","12413","24644","42997","41807","21777","31943","35242",
"동부","계","75~79","미혼","2020년","8179","98","55","160","263","308","814","567","443","727","4744",
"동부","계","75~79","배우자 있음","2020년","21720","1452","1000","2814","2330","3134","4043","3098","1152","1461","1236",
"동부","계","75~79","사별","2020년","180199","4149","3916","9740","8886","19286","34587","33684","17422","24773","23756",
"동부","계","75~79","이혼","2020년","25583","308","201","965","934","1916","3553","4458","2760","4982","5506",
"동부","계","80~84","합계","2020년","171984","4273","3653","9912","8337","17430","30368","31118","15969","24017","26907",
"동부","계","80~84","미혼","2020년","3461","28","27","125","86","101","268","332","191","372","1931",
"동부","계","80~84","배우자 있음","2020년","12195","840","703","1675","1175","1905","2210","1539","575","842","731",
"동부","계","80~84","사별","2020년","147457","3287","2844","7761","6754","14763","26592","27725","14281","21229","22221",
"동부","계","80~84","이혼","2020년","8871","118","79","351","322","661","1298","1522","922","1574","2024",
"동부","계","85세 이상","합계","2020년","110886","2214","1864","5720","4932","9420","18596","20000","10636","15567","21937",
"동부","계","85세 이상","미혼","2020년","2032","7","7","40","54","119","196","147","142","201","1119",
"동부","계","85세 이상","배우자 있음","2020년","5853","375","340","956","582","775","981","804","239","393","408",
"동부","계","85세 이상","사별","2020년","100270","1819","1488","4585","4233","8345","17041","18638","9951","14633","19537",
"동부","계","85세 이상","이혼","2020년","2731","13","29","139","63","181","378","411","304","340","873",
"동부","남자","합계","합계","2020년","2630040","163476","170835","325791","252667","360821","501364","373347","156863","188220","136656",
"동부","남자","합계","미혼","2020년","1691285","113879","126866","220596","169176","237446","318217","220161","83159","102569","99216",
"동부","남자","합계","배우자 있음","2020년","343628","34483","29674","62811","44655","55309","56973","33423","11275","10887","4138",
"동부","남자","합계","사별","2020년","145929","4483","3907","10550","9357","17896","33382","28762","13612","16316","7664",
"동부","남자","합계","이혼","2020년","449198","10631","10388","31834","29479","50170","92792","91001","48817","58448","25638",
"동부","남자","20세미만","합계","2020년","27897","7810","11147","5807","1871","1262","","","","","",
"동부","남자","20세미만","미혼","2020년","27897","7810","11147","5807","1871","1262","","","","","",
"동부","남자","20~24","합계","2020년","186078","27843","38037","46548","30315","29772","13563","","","","",
"동부","남자","20~24","미혼","2020년","185694","27794","38021","46470","30262","29646","13501","","","","",
"동부","남자","20~24","배우자 있음","2020년","202","22","5","56","28","83","8","","","","",
"동부","남자","20~24","사별","2020년","11","","","","6","5","","","","","",
"동부","남자","20~24","이혼","2020년","171","27","11","22","19","38","54","","","","",
"동부","남자","25~29","합계","2020년","377922","36620","39074","72668","54691","71778","80914","22177","","","",
"동부","남자","25~29","미혼","2020년","373076","35866","38487","71411","54051","71026","80306","21929","","","",
"동부","남자","25~29","배우자 있음","2020년","3432","546","491","941","453","482","377","142","","","",
"동부","남자","25~29","사별","2020년","95","9","3","34","7","12","21","9","","","",
"동부","남자","25~29","이혼","2020년","1319","199","93","282","180","258","210","97","","","",
"동부","남자","30~34","합계","2020년","341893","22950","21782","47987","38078","58454","85463","57475","9704","","",
"동부","남자","30~34","미혼","2020년","321204","20156","19557","43060","34853","55428","82725","56064","9361","","",
"동부","남자","30~34","배우자 있음","2020년","15476","2338","1826","3876","2396","2073","1816","911","240","","",
"동부","남자","30~34","사별","2020년","255","7","12","44","35","31","54","59","13","","",
"동부","남자","30~34","이혼","2020년","4958","449","387","1007","794","922","868","441","90","","",
"동부","남자","35~39","합계","2020년","270189","14661","12682","31180","25675","39147","61803","47877","24590","12574","",
"동부","남자","35~39","미혼","2020년","229931","10056","8694","22977","19752","31910","55283","45539","23773","11947","",
"동부","남자","35~39","배우자 있음","2020년","25773","3731","3071","5824","3899","4335","3102","1131","413","267","",
"동부","남자","35~39","사별","2020년","516","43","39","55","102","73","108","41","18","37","",
"동부","남자","35~39","이혼","2020년","13969","831","878","2324","1922","2829","3310","1166","386","323","",
"동부","남자","40~44","합계","2020년","223989","10228","9593","22141","18839","28570","44114","39693","19215","27636","3960",
"동부","남자","40~44","미혼","2020년","166511","5016","4655","12424","11169","18754","32746","33872","17636","26478","3761",
"동부","남자","40~44","배우자 있음","2020년","31738","4076","3693","6789","4648","4998","4320","2040","630","469","75",
"동부","남자","40~44","사별","2020년","634","58","42","45","79","86","180","88","29","27","",
"동부","남자","40~44","이혼","2020년","25106","1078","1203","2883","2943","4732","6868","3693","920","662","124",
"동부","남자","45~49","합계","2020년","239658","9932","9662","22187","18588","28194","42219","39028","19945","29497","20406",
"동부","남자","45~49","미혼","2020년","147429","3440","3067","8569","8091","13195","22782","26895","15232","26582","19576",
"동부","남자","45~49","배우자 있음","2020년","44936","4869","4773","9016","6097","7711","7033","3447","988","657","345",
"동부","남자","45~49","사별","2020년","1474","51","74","168","165","226","391","187","109","84","19",
"동부","남자","45~49","이혼","2020년","45819","1572","1748","4434","4235","7062","12013","8499","3616","2174","466",
"동부","남자","50~54","합계","2020년","231506","9212","8705","21237","17083","26418","40940","37975","16702","25727","27507",
"동부","남자","50~54","미혼","2020년","104982","1955","1682","5102","4799","8567","14547","17058","7911","18043","25318",
"동부","남자","50~54","배우자 있음","2020년","52544","5319","4947","10106","6832","8477","8886","4700","1361","1441","475",
"동부","남자","50~54","사별","2020년","3885","114","191","438","292","458","948","751","273","316","104",
"동부","남자","50~54","이혼","2020년","70095","1824","1885","5591","5160","8916","16559","15466","7157","5927","1610",
"동부","남자","55~59","합계","2020년","217066","7761","6872","17975","15078","23671","39595","36435","18338","24528","26813",
"동부","남자","55~59","미혼","2020년","67710","1018","954","2723","2345","4476","8546","9805","4785","10761","22297",
"동부","남자","55~59","배우자 있음","2020년","53206","4655","3992","9172","6759","8806","9749","5715","2042","1617","699",
"동부","남자","55~59","사별","2020년","8800","275","248","790","734","1236","2011","1681","854","764","207",
"동부","남자","55~59","이혼","2020년","87350","1813","1678","5290","5240","9153","19289","19234","10657","11386","3610",
"동부","남자","60~64","합계","2020년","194122","6738","5477","15144","12641","19427","34072","34670","18234","24528","23191",
"동부","남자","60~64","미혼","2020년","39438","470","423","1392","1247","2047","5080","5607","2550","5346","15276",
"동부","남자","60~64","배우자 있음","2020년","47665","4115","3245","7465","5949","7475","8532","5801","2218","2136","729",
"동부","남자","60~64","사별","2020년","17647","565","497","1328","1273","2232","4116","3384","1619","1830","803",
"동부","남자","60~64","이혼","2020년","89372","1588","1312","4959","4172","7673","16344","19878","11847","15216","6383",
"동부","남자","65~69","합계","2020년","127458","3674","3123","8748","7848","12740","21780","23048","12630","18602","15265",
"동부","남자","65~69","미혼","2020년","16668","200","126","402","425","683","1733","2231","1215","2183","7470",
"동부","남자","65~69","배우자 있음","2020년","29269","2217","1699","4179","3338","4689","5544","3821","1468","1679","635",
"동부","남자","65~69","사별","2020년","21848","547","550","1405","1354","2734","4904","4619","1998","2546","1191",
"동부","남자","65~69","이혼","2020년","59673","710","748","2762","2731","4634","9599","12377","7949","12194","5969",
